,week,Plot,SubPlot,pH,PrepH,SoilMoisture,PreSoilMoisture,N,PreN,P,PreP,K,PreK,Mg,PreMg,Ca,PreCa,Temperature,PreTemperature,Humidity,PreHumidity,Light,PreLight,plantHeight,NoOfTiller,NoOfPanicle,SPAD,NoOfSpikelet,NoOfFilledGrain,NoOfUnfilledGrain,WeightGrain
542,7,7,3,6.442654,,87.10562,,2.987979,,0.205164,,5.851813,,1.805551,,0.696617,,25.11086,,88.40417,,1005.507,,0.278254,0.339332,2.957267,2.752344,0.25985,2.752344,4.026957,4.00807
543,7,7,4,6.416072,,88.41167,,2.165349,,0.206069,,5.982084,,1.726245,,0.598111,,26.9312,,89.62853,,1001.351,,0.28197,0.341212,2.988618,2.797202,0.262538,2.797202,4.042581,4.02155
544,7,7,5,6.527395,,89.13895,,2.757369,,0.240416,,5.14057,,1.650047,,0.597766,,25.87223,,88.77288,,1000.455,,0.282105,0.346579,3.005733,2.80187,0.262604,2.80187,4.07151,4.074334
545,7,7,6,6.451574,,87.1448,,2.006246,,0.290476,,5.491369,,1.950205,,0.570775,,25.10017,,88.69882,,1001.019,,0.285601,0.34714,3.025347,2.823723,0.264842,2.823723,4.098715,4.097633
546,7,7,7,6.502301,,81.79037,,2.507895,,0.278891,,5.900339,,1.792137,,0.439903,,25.40485,,88.36664,,1002.318,,0.287199,0.34986,3.069152,2.828135,0.26505,2.828135,4.106985,4.115675
547,7,7,8,6.437397,,83.75174,,2.800763,,0.28073,,5.777714,,1.507691,,0.470981,,26.96648,,89.46577,,1009.822,,0.290655,0.351242,3.091851,2.830175,0.266941,2.830175,4.131875,4.136041
548,7,7,9,6.610837,,86.08856,,2.778855,,0.245706,,5.957614,,1.569619,,0.684084,,26.16982,,88.90998,,1000.657,,0.291594,0.354431,3.109143,2.865935,0.268922,2.865935,4.185661,4.150955
549,7,7,10,6.451552,,83.6735,,2.730725,,0.227349,,5.221128,,1.794765,,0.426712,,26.3971,,88.05575,,1009.102,,0.293651,0.355431,3.125418,2.871814,0.268923,2.871814,4.192308,4.157737
550,7,8,1,6.732923,,81.78369,,2.426487,,0.239255,,5.668154,,1.681737,,0.551304,,25.91894,,88.14952,,1007.188,,0.294648,0.357578,3.158965,2.873962,0.270405,2.873962,4.23564,4.192442
551,7,8,2,6.51082,,88.28059,,2.61187,,0.246898,,5.932069,,1.900143,,0.458998,,26.19349,,89.50277,,1009.092,,0.295376,0.359144,3.175894,2.895257,0.274776,2.895257,4.293549,4.20723
552,7,8,3,6.744764,,87.25892,,2.231525,,0.285929,,5.311948,,1.628723,,0.597443,,25.53957,,89.11123,,1009.42,,0.297873,0.364419,3.181439,2.938289,0.275547,2.938289,4.300787,4.209002
553,7,8,4,6.72981,,88.32124,,2.862622,,0.210108,,5.162025,,1.774738,,0.534329,,26.84778,,88.791,,1006.737,,0.300743,0.365412,3.217594,2.97326,0.275811,2.97326,4.339715,4.244707
554,7,8,5,6.654617,,81.71669,,2.219821,,0.27665,,5.957283,,1.507797,,0.645307,,25.83201,,88.46188,,1008.38,,0.304246,0.36593,3.246276,2.97593,0.279053,2.97593,4.358774,4.266222
555,7,8,6,6.691628,,84.03574,,2.297593,,0.281633,,5.644031,,1.803092,,0.624387,,25.5013,,88.36564,,1009.614,,0.305482,0.36859,3.285732,2.99872,0.283299,2.99872,4.364661,4.279465
556,7,8,7,6.63444,,83.58052,,2.526542,,0.272642,,5.325203,,1.916379,,0.595278,,26.37066,,89.35763,,1009.608,,0.309671,0.371434,3.327518,3.012536,0.283594,3.012536,4.408243,4.302156
557,7,8,8,6.767672,,82.75097,,2.259242,,0.251789,,5.663231,,1.909138,,0.409746,,25.2649,,89.81452,,1005.109,,0.310886,0.376905,3.329945,3.021867,0.285654,3.021867,4.446895,4.343958
558,7,8,9,6.631971,,88.39333,,2.156643,,0.212973,,5.530381,,1.825267,,0.477692,,25.78744,,89.87281,,1004.215,,0.313797,0.377237,3.366265,3.046215,0.289217,3.046215,4.488651,4.394165
559,7,8,10,6.348566,,88.34079,,2.831926,,0.239078,,5.621788,,1.769783,,0.43073,,25.56401,,89.8833,,1006.952,,0.315748,0.377707,3.397231,3.085456,0.293126,3.085456,4.513805,4.455334
560,8,1,1,,2.425209,44.80413,69.8847,1.009838,1.491404,0.056791,0.019528,,0.951066,,0.160668,,0.211145,,49.57456,,113.1134,,942.8343,0.315748,0.315748,1.894218,0.315748,0.123267,4.645228,2.569541,2.559935
561,8,1,2,,6.5879,42.10689,80.97916,1.031864,1.712345,0.068258,0.067317,,1.110107,,0.515466,,0.118146,,51.54719,,104.3116,,442.8882,0.315748,0.315748,1.894907,0.315748,0.123982,4.649039,2.583608,2.56956
562,8,1,3,,5.510479,49.40686,90.52469,1.37742,1.554914,0.078373,0.056009,,0.263359,,0.784941,,0.183944,,44.7615,,158.8307,,749.3151,0.315748,0.315748,1.897773,0.315748,0.124083,4.659458,2.607465,2.592323
563,8,1,4,,0.552423,40.7396,77.95117,1.104856,1.385715,0.012013,0.011531,,0.536934,,0.374553,,0.186121,,32.04976,,101.9735,,668.0143,0.315748,0.315748,1.912594,0.315748,0.124407,4.662157,2.629062,2.605344
564,8,1,5,,6.312548,43.96044,49.57593,1.354935,2.433243,0.063459,0.03727,,0.25703,,0.239731,,0.190893,,55.63468,,168.0128,,443.443,0.315748,0.315748,1.919671,0.315748,0.124789,4.682926,2.642554,2.617469
565,8,1,6,,0.00642,47.16616,76.02272,1.180977,1.414712,0.033074,0.008931,,0.723142,,0.466448,,0.211388,,51.48088,,165.1416,,396.9579,0.315748,0.315748,1.932772,0.315748,0.124844,4.695575,2.65118,2.636152
566,8,1,7,,4.003471,49.63228,83.34619,1.336832,1.71595,0.035536,0.026716,,0.09057,,0.126264,,0.065562,,51.83475,,158.8606,,789.3644,0.315748,0.315748,1.933814,0.315748,0.125765,4.731777,2.658266,2.651354
567,8,1,8,,4.733052,47.75816,86.4924,1.071392,1.445588,0.064992,0.040744,,1.386491,,0.032407,,0.018612,,54.32882,,119.0705,,952.5506,0.315748,0.315748,1.939304,0.315748,0.126209,4.77145,2.672327,2.672951
568,8,1,9,,4.141327,40.08644,53.24708,1.327613,2.18134,0.087628,0.064642,,1.48506,,0.43053,,0.120546,,48.07844,,118.4045,,836.096,0.315748,0.315748,1.956566,0.315748,0.126818,4.781579,2.672448,2.683941
569,8,1,10,,3.723173,42.1124,80.02207,1.265673,2.336088,0.034127,0.0023,,0.565471,,0.517122,,0.017891,,43.5503,,130.9103,,421.6101,0.315748,0.315748,1.971057,0.315748,0.127604,4.822047,2.691387,2.691948
570,8,2,1,,3.232195,49.0052,81.63947,1.237966,1.517773,0.084628,0.010184,,0.642126,,0.105506,,0.034042,,50.28068,,146.8711,,306.7036,0.315748,0.315748,1.980012,0.315748,0.128536,4.829885,2.691483,2.696565
571,8,2,2,,6.326996,49.24436,60.45994,1.031517,1.252776,0.07854,0.025745,,0.809602,,0.142165,,0.183452,,47.76144,,90.6992,,210.7445,0.315748,0.315748,1.982008,0.315748,0.129557,4.856716,2.703243,2.705732
572,8,2,3,,4.202487,42.14813,67.49661,1.219796,1.574109,0.095369,0.080329,,1.343149,,0.67646,,0.232241,,61.03387,,160.6785,,796.6032,0.315748,0.315748,1.993713,0.315748,0.130097,4.863728,2.70741,2.706648
573,8,2,4,,2.568475,40.47472,62.49807,1.207676,1.868433,0.081532,0.005443,,0.359908,,0.569462,,0.24239,,36.31578,,176.9169,,263.1196,0.315748,0.315748,1.998777,0.315748,0.130386,4.896255,2.72829,2.709549
574,8,2,5,,0.411556,41.21499,63.33293,1.074157,1.967942,0.046998,0.007509,,0.676311,,0.033899,,0.223826,,33.90421,,145.1679,,429.1495,0.315748,0.315748,2.017601,0.315748,0.13156,4.923222,2.748361,2.728946
575,8,2,6,,7.261984,49.20575,67.1234,1.013069,1.66601,0.07649,0.003027,,1.464098,,0.757398,,0.239594,,58.96408,,151.3249,,486.2089,0.315748,0.315748,2.018303,0.315748,0.132074,4.957989,2.750104,2.738434
576,8,2,7,,3.444371,40.47042,80.25335,1.234579,1.866173,0.059388,0.023425,,0.004673,,0.08301,,0.159368,,35.76253,,157.2109,,147.9409,0.315748,0.315748,2.034498,0.315748,0.133034,4.985734,2.768227,2.758046
577,8,2,8,,4.019248,48.65677,74.33576,1.284561,1.450472,0.027345,0.019813,,1.600678,,0.051359,,0.018071,,54.69216,,121.1599,,986.5876,0.315748,0.315748,2.035426,0.315748,0.134089,5.014906,2.78552,2.76538
578,8,2,9,,3.693525,43.41988,50.1931,1.236642,2.365577,0.061718,0.058646,,2.279322,,0.438998,,0.249734,,60.91342,,89.0121,,478.6078,0.315748,0.315748,2.049001,0.315748,0.134398,5.02076,2.796674,2.77831
579,8,2,10,,5.539273,41.62406,48.34489,1.309336,1.829383,0.019853,0.014439,,0.654809,,0.247326,,0.038331,,34.68689,,127.8143,,625.218,0.315748,0.315748,2.049942,0.315748,0.13508,5.044099,2.803537,2.798954
580,8,3,1,,0.373221,88.71582,175.9582,2.981313,4.249462,0.232172,0.17542,,3.769466,,1.417053,,0.275172,,15.67053,,112.4345,,251.0335,0.374426,0.198706,0.406141,3.741226,3.741226,3.836748,2.735698,3.532087
581,8,3,2,,4.722724,84.06804,158.2289,1.871463,2.336503,0.258671,0.11159,,1.884599,,0.643879,,0.445201,,11.35465,,128.2229,,438.5629,0.374662,0.20043,0.408416,3.754426,3.754426,3.847451,2.740682,3.543584
582,8,3,3,,2.948151,86.4583,132.096,2.313979,4.210666,0.148763,0.019604,,4.673961,,0.580815,,0.379782,,17.42952,,114.0121,,798.0352,0.378116,0.200695,0.411682,3.763266,3.763266,3.876303,2.765507,3.547835
583,8,3,4,,6.157967,66.28153,76.53159,1.79274,1.982346,0.25326,0.240921,,2.608862,,0.455253,,0.068433,,20.47861,,110.8684,,695.8946,0.381001,0.201225,0.411783,3.775815,3.775815,3.905762,2.772193,3.551641
584,8,3,5,,3.623351,86.68641,120.4104,1.890577,2.262483,0.202693,0.139065,,5.488013,,1.159384,,0.20572,,16.41788,,136.4399,,362.9623,0.381035,0.202862,0.414633,3.800969,3.800969,3.935161,2.790189,3.559206
585,8,3,6,,4.51807,88.09499,117.1559,2.168436,3.658217,0.214931,0.187556,,1.898411,,0.476591,,0.117649,,13.45247,,134.9394,,916.9611,0.383579,0.203243,0.415649,3.816665,3.816665,3.956025,2.805916,3.578749
586,8,3,7,,6.0258,75.77801,80.35588,2.794575,5.519592,0.057708,0.002032,,7.227586,,0.607102,,0.321479,,4.868319,,108.4857,,110.6021,0.384055,0.204435,0.418439,3.8473,3.8473,3.980371,2.827732,3.59352
587,8,3,8,,0.077373,86.1227,118.587,2.40919,2.926064,0.214189,0.002978,,2.169335,,0.955261,,0.144497,,21.66405,,150.9885,,261.9366,0.385855,0.205851,0.42127,3.858276,3.858276,3.995004,2.828931,3.606948
588,8,3,9,,4.652771,71.15119,87.39673,2.303548,2.530332,0.151371,0.035858,,3.563473,,0.837494,,0.228625,,24.16655,,164.0152,,566.0658,0.385891,0.20671,0.423655,3.85965,3.85965,4.024097,2.829728,3.622126
589,8,3,10,,5.952995,60.42891,71.61613,1.186599,1.985059,0.111733,0.026182,,2.31877,,0.651424,,0.210305,,10.45717,,163.1708,,141.1588,0.387686,0.207675,0.425108,3.873788,3.873788,4.044453,2.830946,3.633076
590,8,4,1,,7.076564,43.48671,75.28805,1.282187,1.560395,0.070053,0.046704,,0.468486,,0.526034,,0.038893,,54.83682,,176.5745,,307.2003,0.315748,0.315748,2.05873,0.315748,0.135879,5.057722,2.819549,2.806057
591,8,4,2,,6.998347,49.58081,67.43761,1.373638,1.609826,0.078341,0.014233,,0.16012,,0.346849,,0.081747,,39.53665,,152.5488,,222.6303,0.315748,0.315748,2.066955,0.315748,0.13673,5.082752,2.83398,2.828061
592,8,4,3,,4.807853,43.75548,65.93719,1.345203,1.944881,0.047678,0.02441,,0.335934,,0.15474,,0.281027,,59.66121,,103.8843,,934.9897,0.315748,0.315748,2.07678,0.315748,0.137458,5.102105,2.847033,2.831237
593,8,4,4,,7.758425,46.80593,47.68069,1.39368,1.805216,0.037101,0.026852,,1.048079,,0.65919,,0.20691,,36.11375,,179.3611,,815.4206,0.315748,0.315748,2.083334,0.315748,0.138235,5.120902,2.850758,2.833679
594,8,4,5,,0.999155,49.59864,89.53411,1.482357,2.638827,0.079698,0.070919,,2.500608,,0.289607,,0.024414,,30.48255,,143.4756,,42.86511,0.315748,0.315748,2.095494,0.315748,0.138959,5.127978,2.874425,2.853542
595,8,4,6,,1.594941,43.56182,59.08086,1.181064,1.506896,0.02816,0.001594,,0.654769,,0.157775,,0.085299,,36.73303,,139.1766,,993.9459,0.315748,0.315748,2.10787,0.315748,0.139018,5.168752,2.881125,2.87091
596,8,4,7,,7.367305,42.12584,58.37885,1.195192,1.534262,0.028821,0.008549,,0.225453,,0.299747,,0.111656,,36.85798,,164.0819,,852.4695,0.315748,0.315748,2.117607,0.315748,0.14014,5.170424,2.882295,2.872433
597,8,4,8,,1.992971,43.75975,78.36968,1.035968,1.21138,0.013345,0.003366,,0.611402,,0.782756,,0.202988,,42.04747,,176.8842,,584.1933,0.315748,0.315748,2.124578,0.315748,0.140499,5.175679,2.892032,2.880518
598,8,4,9,,2.02971,46.57362,89.92542,1.454044,2.418994,0.098643,0.037124,,0.282673,,0.34222,,0.004971,,59.32191,,100.9787,,137.8012,0.315748,0.315748,2.128122,0.315748,0.14129,5.175697,2.903076,2.904722
599,8,4,10,,0.058371,46.05474,67.39189,1.470615,2.20646,0.012571,0.006781,,0.846393,,0.087468,,0.283548,,50.20405,,126.6063,,751.6546,0.315748,0.315748,2.142796,0.315748,0.141399,5.190793,2.917336,2.910805
600,8,5,1,,3.087395,75.57308,81.8709,2.556248,4.29645,0.130625,0.059166,,4.256967,,0.865109,,0.322062,,2.998281,,112.1426,,292.5293,0.388769,0.209641,0.428379,3.896447,3.896447,4.0722,2.844844,3.634873
601,8,5,2,,2.107858,63.70636,77.833,1.073309,1.744552,0.266896,0.060343,,4.129091,,1.52783,,0.158438,,18.36547,,112.5673,,526.0459,0.391319,0.210641,0.431444,3.922465,3.922465,4.099254,2.869695,3.638073
602,8,5,3,,5.333154,72.50041,105.3985,2.910411,5.228929,0.220839,0.145146,,4.42229,,0.478205,,0.005686,,25.45419,,107.3069,,283.0136,0.394395,0.211334,0.433615,3.938208,3.938208,4.111631,2.893206,3.658765
603,8,5,4,,4.681599,79.2066,110.4614,1.255757,1.516213,0.163098,0.04238,,3.357216,,1.179263,,0.2948,,19.99928,,145.4818,,64.02317,0.396128,0.211395,0.435982,3.955537,3.955537,4.143793,2.903532,3.673874
604,8,5,5,,1.038736,86.96353,149.3011,1.985741,2.070165,0.063038,0.040653,,6.502267,,0.147666,,0.196668,,13.62981,,109.3957,,734.6706,0.396291,0.211773,0.439386,3.9644,3.9644,4.155841,2.909781,3.680405
605,8,5,6,,1.551672,75.26357,106.3918,2.32415,4.201115,0.075499,0.047783,,4.618688,,1.048389,,0.156368,,9.262443,,100.4208,,103.868,0.398416,0.212909,0.441024,3.983851,3.983851,4.165307,2.911199,3.688909
606,8,5,7,,5.377426,65.70322,122.6345,2.070254,3.29804,0.212284,0.108262,,2.658227,,0.756567,,0.28218,,15.20352,,140.8242,,36.52769,0.399447,0.21368,0.441587,4.015928,4.015928,4.190048,2.92971,3.696203
607,8,5,8,,2.009755,84.89736,165.7362,1.546784,2.309384,0.292605,0.039075,,6.417357,,1.206657,,0.245263,,20.31866,,124.8573,,414.6379,0.400354,0.215087,0.443321,4.032044,4.032044,4.200677,2.948749,3.702274
608,8,5,9,,1.453067,73.59455,142.3554,2.311099,4.154373,0.215028,0.124803,,2.325226,,1.071989,,0.113915,,7.52315,,122.0647,,662.8523,0.403146,0.216393,0.446254,4.064267,4.064267,4.227206,2.956956,3.709438
609,8,5,10,,3.611833,86.42833,142.8699,2.252319,3.338065,0.148745,0.050661,,2.758531,,1.183691,,0.291776,,25.06525,,91.11676,,627.362,0.406505,0.217426,0.449613,4.078365,4.078365,4.243079,2.962518,3.735306
610,8,6,1,,2.280511,76.75539,142.6057,2.277971,3.178915,0.244093,0.195729,,2.736171,,0.595874,,0.450056,,0.968386,,117.3486,,470.8427,0.407834,0.218302,0.451423,4.07859,4.07859,4.263767,2.976922,3.746895
611,8,6,2,,6.091628,82.38918,96.0185,2.796125,5.063333,0.094136,0.021874,,2.993718,,0.617628,,0.115491,,16.43062,,91.59846,,995.7715,0.410609,0.219749,0.453558,4.085145,4.085145,4.266348,2.998491,3.759295
612,8,6,3,,2.45988,71.82169,133.3304,2.310681,3.588241,0.244002,0.09555,,3.964045,,0.147147,,0.205986,,7.380493,,126.4049,,797.2532,0.413397,0.221147,0.454789,4.090105,4.090105,4.289644,3.008234,3.760747
613,8,6,4,,0.875447,64.27475,74.98864,1.229992,1.59394,0.019238,0.016466,,3.941762,,1.143545,,0.206665,,19.787,,138.5084,,340.1473,0.414888,0.221273,0.455099,4.102289,4.102289,4.297284,3.025977,3.768403
614,8,6,5,,5.553765,86.57985,129.5238,2.454596,2.483459,0.289005,0.146972,,4.700694,,0.192325,,0.148024,,18.36694,,157.126,,394.1219,0.416096,0.223268,0.455324,4.131644,4.131644,4.299837,3.03609,3.793221
615,8,6,6,,4.486968,79.53613,137.6853,2.61971,3.288246,0.088127,0.076138,,6.121261,,0.09889,,0.454383,,21.49823,,104.8281,,866.8218,0.417981,0.224455,0.455565,4.145795,4.145795,4.304967,3.038656,3.82668
616,8,6,7,,0.17547,82.78514,91.5063,2.971592,3.418466,0.011101,0.001671,,3.013228,,0.177234,,0.273007,,9.525312,,150.1202,,516.6095,0.418782,0.226434,0.458963,4.179264,4.179264,4.316386,3.053808,3.841975
617,8,6,8,,3.689774,85.38332,104.0172,1.432448,1.838223,0.171985,0.106478,,6.63705,,1.835497,,0.267152,,5.385609,,128.5331,,778.4179,0.420917,0.226752,0.461427,4.183456,4.183456,4.326185,3.067484,3.847493
618,8,6,9,,2.803948,64.7412,84.32124,2.137249,2.359521,0.10705,0.072249,,3.984793,,1.039127,,0.186753,,11.98037,,159.3738,,407.6022,0.421717,0.227854,0.464453,4.198612,4.198612,4.331475,3.087224,3.866893
619,8,6,10,,0.204805,66.5065,70.73888,1.133807,1.461583,0.237976,0.059781,,2.514046,,1.398455,,0.421342,,1.291758,,142.6848,,616.9886,0.422042,0.228318,0.466878,4.232586,4.232586,4.365467,3.096683,3.875934
620,8,7,1,,12.41193,88.04169,72.28183,2.552485,0.457507,0.223623,0.150582,,8.544331,,2.143572,,0.003135,,14.49697,,122.6093,,1236.518,0.31592,0.383007,3.411795,3.086429,0.293846,3.086429,4.518566,4.501767
621,8,7,2,,7.728426,87.31043,20.84225,2.993848,1.496222,0.275168,0.018407,,8.834142,,2.599134,,0.086982,,4.626484,,169.7428,,1194.918,0.319589,0.383983,3.429547,3.125605,0.296349,3.125605,4.562302,4.559058
622,8,7,3,,11.09492,82.60661,26.26159,2.985122,2.76217,0.256008,0.035435,,6.980795,,3.582311,,0.181125,,6.933595,,89.86471,,1846.951,0.320168,0.385102,3.443472,3.139497,0.296447,3.139497,4.616037,4.584289
623,8,7,4,,7.76375,89.58956,26.77301,2.277463,0.897204,0.231867,0.143788,,8.109353,,2.483624,,0.32107,,15.49953,,174.503,,1406.731,0.32034,0.387853,3.486791,3.164342,0.297825,3.164342,4.617905,4.588597
624,8,7,5,,8.364545,85.09777,31.34826,2.151705,2.086985,0.278404,0.0131,,6.952808,,3.660008,,0.140006,,22.53222,,160.2758,,1096.337,0.320613,0.389517,3.492376,3.167398,0.302095,3.167398,4.672673,4.596916
625,8,7,6,,10.81577,82.33233,31.14282,2.109637,0.350497,0.242196,0.104964,,9.00563,,2.827796,,0.558963,,16.89247,,111.6513,,1217.578,0.321772,0.394963,3.513081,3.175902,0.302484,3.175902,4.732782,4.634203
626,8,7,7,,7.56608,87.71746,46.16708,2.858992,0.530573,0.288477,0.013287,,10.67509,,2.972076,,0.6798,,16.01543,,90.25856,,1706.321,0.322905,0.396514,3.533409,3.214334,0.304187,3.214334,4.769951,4.665489
627,8,7,8,,12.64736,87.45645,77.60187,2.93349,1.701068,0.200342,0.15228,,9.202609,,1.879887,,0.283403,,3.603166,,149.2749,,1299.265,0.323628,0.401347,3.540517,3.228224,0.304916,3.228224,4.774699,4.675255
628,8,7,9,,12.14835,89.10095,51.39374,2.30022,0.405116,0.23982,0.151835,,6.86701,,3.038199,,0.184574,,6.238459,,141.5281,,1830.22,0.323854,0.401923,3.542914,3.228751,0.306262,3.228751,4.791739,4.689865
629,8,7,10,,12.18204,81.76202,12.18694,2.674643,0.656604,0.247757,0.243944,,6.039712,,3.191226,,0.151603,,2.003842,,150.1552,,1750.999,0.325271,0.403828,3.567773,3.24401,0.308063,3.24401,4.805776,4.726992
630,8,8,1,,12.03307,81.16298,45.70415,2.448852,0.745382,0.281535,0.164853,,8.944542,,3.235986,,0.394889,,5.097215,,99.83109,,1218.792,0.325906,0.407296,3.570819,3.25672,0.310867,3.25672,4.851033,4.749652
631,8,8,2,,6.837359,80.20139,24.56139,2.170096,0.187246,0.203946,0.131057,,10.51767,,2.916823,,0.352308,,2.509867,,160.5119,,1474.958,0.329076,0.408447,3.610446,3.281272,0.31125,3.281272,4.908344,4.759443
632,8,8,3,,9.815178,83.83451,75.80323,2.181865,1.49496,0.281796,0.259113,,10.26235,,2.914618,,0.22173,,4.380182,,177.4477,,1160.46,0.329642,0.409728,3.614195,3.284992,0.315473,3.284992,4.953807,4.774421
633,8,8,4,,8.052996,80.78798,44.89559,2.607448,0.064943,0.267012,0.116312,,9.306576,,1.951506,,0.29358,,24.68448,,108.7572,,1998.287,0.33367,0.410134,3.647163,3.314426,0.319368,3.314426,5.011544,4.809036
634,8,8,5,,6.600901,83.44077,41.94893,2.38238,0.669667,0.282398,0.072671,,9.10514,,2.005941,,0.473156,,4.943698,,107.0309,,1556.269,0.333927,0.41544,3.690845,3.358067,0.322367,3.358067,5.032937,4.867525
635,8,8,6,,7.597916,82.41357,42.49418,2.528262,1.890019,0.256891,0.12817,,6.254993,,3.098711,,0.322984,,25.4364,,114.3338,,1786.064,0.337747,0.419149,3.698351,3.389819,0.324138,3.389819,5.077488,4.919335
636,8,8,7,,12.14897,80.72223,13.27599,2.809686,0.875701,0.27892,0.135767,,9.928534,,2.65841,,0.463802,,7.178943,,119.3423,,1110.343,0.340876,0.419764,3.706731,3.410727,0.325352,3.410727,5.104094,4.940221
637,8,8,8,,9.209603,86.60304,19.66674,2.854194,0.832106,0.270991,0.121278,,9.96313,,3.515384,,0.27127,,3.060831,,121.2631,,1061.289,0.342547,0.42289,3.712838,3.438137,0.327122,3.438137,5.108214,4.979813
638,8,8,9,,8.452331,82.90365,9.887833,2.100194,1.635505,0.205036,0.157528,,9.465169,,2.918415,,0.428462,,14.4192,,137.0652,,1661.991,0.345018,0.425404,3.756953,3.455379,0.329808,3.455379,5.171005,5.010127
639,8,8,10,,7.119637,86.00811,52.71804,2.163976,0.521953,0.29015,0.258323,,7.866803,,2.15651,,0.528502,,4.498411,,115.6287,,1734.536,0.347752,0.430872,3.797486,3.484296,0.330513,3.484296,5.179871,5.01093
640,9,1,1,,2.447964,41.60116,49.7374,1.208451,1.290678,0.017924,0.010539,,0.479043,,0.429599,,0.005026,,38.68691,,151.4974,,311.1444,0.347752,0.347752,2.15768,0.347752,0.142385,5.195809,2.934627,2.927121
641,9,1,2,,3.205796,42.72947,62.87296,1.272394,2.270708,0.043111,0.002924,,1.490314,,0.283132,,0.009538,,53.94157,,104.1019,,761.0262,0.347752,0.347752,2.16725,0.347752,0.143562,5.225756,2.93765,2.946344
642,9,1,3,,2.22682,40.23925,70.83962,1.299672,1.333906,0.090582,0.045116,,0.342141,,0.182425,,0.17798,,42.52228,,104.9097,,939.7834,0.347752,0.347752,2.179646,0.347752,0.144761,5.233583,2.951871,2.959711
643,9,1,4,,4.179511,45.49043,54.30893,1.243348,2.447149,0.042598,0.004668,,0.768902,,0.208961,,0.337371,,49.69603,,130.0838,,748.9591,0.347752,0.347752,2.180553,0.347752,0.145743,5.274339,2.957225,2.965669
644,9,1,5,,1.105198,46.29201,56.94265,1.179757,1.997876,0.024518,0.023291,,1.479041,,0.04375,,0.081086,,47.35677,,97.205,,119.9622,0.347752,0.347752,2.190729,0.347752,0.146414,5.315154,2.959992,2.971754
645,9,1,6,,1.460285,45.57399,55.65341,1.419752,1.487773,0.079799,0.028902,,0.453329,,0.304919,,0.155642,,47.31413,,136.7691,,174.5247,0.347752,0.347752,2.206669,0.347752,0.147343,5.331101,2.977678,2.991162
646,9,1,7,,4.918071,40.09573,42.81541,1.278524,2.104592,0.077029,0.004909,,2.561532,,0.067594,,0.155488,,54.89715,,122.1634,,841.0688,0.347752,0.347752,2.224149,0.347752,0.14841,5.341538,2.997297,3.003879
647,9,1,8,,1.84233,45.81115,85.79621,1.413434,2.359937,0.023186,0.006971,,1.16967,,0.29521,,0.040763,,53.37637,,107.5597,,743.0169,0.347752,0.347752,2.241207,0.347752,0.149171,5.373335,3.01961,3.024472
648,9,1,9,,3.712209,40.9479,72.5464,1.478105,2.318807,0.083337,0.055173,,0.610787,,0.139663,,0.173686,,61.89918,,107.6415,,327.2231,0.347752,0.347752,2.245547,0.347752,0.149405,5.399927,3.020651,3.038105
649,9,1,10,,3.868636,49.90285,58.08561,1.133155,1.480708,0.082805,0.033683,,1.035549,,0.129197,,0.200429,,54.41439,,142.5657,,727.2404,0.347752,0.347752,2.247476,0.347752,0.149422,5.412423,3.038168,3.049823
650,9,2,1,,1.870487,48.22826,66.3025,1.361452,2.374001,0.058696,0.014839,,1.703486,,0.139004,,0.331704,,50.53264,,129.7274,,366.9,0.347752,0.347752,2.250255,0.347752,0.150353,5.441459,3.047935,3.058094
651,9,2,2,,4.342761,44.25635,74.14035,1.396927,1.512844,0.021035,0.000725,,1.29483,,0.343998,,0.246751,,60.89398,,143.5204,,149.3106,0.347752,0.347752,2.25991,0.347752,0.150547,5.47238,3.061923,3.066526
652,9,2,3,,3.375756,46.80672,67.40573,1.094759,1.908754,0.071443,0.052485,,0.638038,,0.187745,,0.225736,,39.22184,,167.6427,,899.1426,0.347752,0.347752,2.276151,0.347752,0.151231,5.500231,3.078483,3.085588
653,9,2,4,,5.563562,44.70095,71.1658,1.326213,1.496988,0.023894,0.003933,,1.976834,,0.334843,,0.153144,,35.79677,,110.7266,,64.62204,0.347752,0.347752,2.283362,0.347752,0.152427,5.504842,3.084242,3.087133
654,9,2,5,,7.45608,41.61974,57.17814,1.125342,2.172071,0.027155,0.008902,,0.162757,,0.118754,,0.066743,,34.74594,,121.0629,,53.06711,0.347752,0.347752,2.289824,0.347752,0.152787,5.511391,3.089853,3.096563
655,9,2,6,,7.155409,40.13716,61.01974,1.439625,2.048011,0.034065,0.025698,,0.450247,,0.293867,,0.180307,,43.94619,,171.9746,,740.8433,0.347752,0.347752,2.298994,0.347752,0.152793,5.515257,3.102012,3.098998
656,9,2,7,,3.494078,45.12529,88.98732,1.075874,1.684757,0.070057,0.001363,,1.879117,,0.112242,,0.086085,,37.04516,,103.6498,,784.9908,0.347752,0.347752,2.31237,0.347752,0.153448,5.517598,3.116748,3.099953
657,9,2,8,,0.87456,46.72475,88.7855,1.013587,1.271797,0.049039,0.031375,,1.564915,,0.618268,,0.22758,,34.89618,,131.5089,,301.6097,0.347752,0.347752,2.325094,0.347752,0.154276,5.553901,3.137087,3.120582
658,9,2,9,,6.319338,42.66172,52.80822,1.049227,1.36892,0.010359,0.009006,,1.2781,,0.531102,,0.005078,,57.77007,,129.0678,,927.3516,0.347752,0.347752,2.33348,0.347752,0.15502,5.567272,3.153551,3.12976
